front_hooks,word,back_hooks,alphagram,definition
,MONOCROPS,,CMNOOOPRS,"MONOCROP, the same crop in the same field year after year [n] / MONOCROP [v]"
,MONOKINIS,,IIKMNNOOS,"MONOKINI, the lower half of a bikini [n]"
,MOONGATES,,AEGMNOOST,"MOONGATE, a circular gateway in a wall [n]"
,MORALISER,s,AEILMORRS,[n -S] / MORALISE [adj]
,MORTICERS,,CEIMORRST,"MORTICER, mortiser (one that mortises (to join or fasten securely)) [n]"
,MOTTLINGS,,GILMNOSTT,"MOTTLING, an irregular arrangement of spots [n]"
,MUCHACHAS,,AACCHHMSU,"MUCHACHA, a young woman [n]"
,MUDSLINGS,,DGILMNSSU,"MUDSLING, to use insults and accusations against a rival candidate [v]"
,MUGGINSES,,EGGIMNSSU,"MUGGINS, a stupid or foolish person [n]"
,MUMBLINGS,,BGILMMNSU,"MUMBLING, the act of speaking unclearly [n]"
,MUMMERING,s,EGIMMMNRU,MUMMER [n -S]
,MUNCHIEST,,CEHIMNSTU,"MUNCHY, suitable for snacking [adj]"
,MUSCLIEST,,CEILMSSTU,"MUSCLY, composed of muscle (tissue that produces bodily movement) [adj]"
,NAMETAPES,,AAEEMNPST,"NAMETAPE, a tape bearing one's name worn for identification [n]"
,NATTERERS,,AEENRRSTT,"NATTERER, one that natters (to chatter (to talk rapidly and trivially)) [n]"
,NEOPAGANS,,AAEGNNOPS,"NEOPAGAN, one who practices a modern form of paganism [n]"
,NESTMATES,,AEEMNSSTT,"NESTMATE, a bird sharing a nest with another [n]"
,NETSURFED,,DEEFNRSTU,"NETSURF, to browse the Internet for information [v]"
,NEWSFEEDS,,DEEEFNSSW,"NEWSFEED, a service that provides news articles for distribution [n]"
,NICHROMES,,CEHIMNORS,NICHROME [n]
,NINJUTSUS,,IJNNSSTUU,"NINJUTSU, the traditional Japanese method of spying [n]"
,NITWITTED,,DEIINTTTW,[adj]
,NOODLINGS,,DGILNNOOS,"NOODLING, the action of idly playing a musical instrument [n]"
,NOROVIRUS,,INOORRSUV,[n -ES]
,NOTARISED,,ADEINORST,"NOTARISE, to notarize (to certify through a notary) [v]"
,NOTARISES,,AEINORSST,"NOTARISE, to notarize (to certify through a notary) [v]"
,NOTCHIEST,,CEHINOSTT,"NOTCHY, having angular cuts [adj]"
,ODORIZERS,,DEIOORRSZ,"ODORIZER, one that odorizes (to make odorous (having an odor)) [n]"
,ODOURLESS,,DELOORSSU,[adj]
,OILFIELDS,,DEFIILLOS,"OILFIELD, an area that yields petroleum [n]"
,OMADHAUNS,,AADHMNOSU,"OMADHAUN, a foolish person [n]"
,OOLICHANS,,ACHILNOOS,"OOLICHAN, eulachon (a marine food fish) [n]"
,OPSIMATHS,,AHIMOPSST,"OPSIMATH, a person who learns only late in life [n]"
,OPSONISED,,DEINOOPSS,"OPSONISE, opsonize (to form opsonins in) [v]"
,OPSONISES,,EINOOPSSS,"OPSONISE, opsonize (to form opsonins in) [v]"
,ORCHILLAS,,ACHILLORS,"ORCHILLA, orchil (a purple dye) [n]"
f,OREBODIES,,BDEEIOORS,"OREBODY, a mass of ore in a mine [n]"
,ORICHALCS,,ACCHILORS,"ORICHALC, a yellow metal [n]"
,OSSOBUCOS,,BCOOOSSSU,"OSSOBUCO, a dish of veal shanks braised with vegetables and white wine [n]"
,OUTCASTED,,ACDEOSTTU,OUTCAST [v]
,OUTPSYCHS,,CHOPSSTUY,"OUTPSYCH, to defeat by psychological means [v]"
,OVERBOOTS,,BEOOORSTV,"OVERBOOT, a boot worn over a shoe or another boot [n]"
,OWNERLESS,,EELNORSSW,[adj]
,OXYTROPES,,EOOPRSTXY,"OXYTROPE, a flowering plant [n]"
,OZONISERS,,EINOORSSZ,OZONISER [n]
,PALEOCONS,,ACELNOOPS,"PALEOCON, an extremely right-wing conservative [n]"
,PALLIDEST,,ADEILLPST,"PALLID, pale (lacking intensity of color) [adj]"
,PALMBALLS,,AABLLLMPS,"PALMBALL, a baseball pitched from the palm and thumb [n]"
,PANFISHED,,ADEFHINPS,"PANFISH, to fish for any small fish that can be fried whole [v]"
,PANFORTES,,AEFNOPRST,"PANFORTE, a hard spicy cake [n]"
,PAPALISTS,,AAILPPSST,"PAPALIST, an advocate of papal supremacy [n]"
,PAPPADUMS,,AADMPPPSU,"PAPPADUM, papadum (a thin, crisp bread of India) [n]"
,PARABOLAE,,AAABELOPR,"PARABOLA, a conic section [n]"
,PARTYINGS,,AGINPRSTY,"PARTYING, participation in a party [n]"
,PATHNAMES,,AAEHMNPST,"PATHNAME, a description of where a file is to be found [n]"
,PAURAQUES,,AAEPQRSUU,"PAURAQUE, a long-tailed nocturnal bird [n]"
,PAUROPODS,,ADOOPPRSU,"PAUROPOD, any of a class of minute many-legged animals [n]"
,PEABRAINS,,AABEINPRS,"PEABRAIN, a stupid person [n]"
,PEACHICKS,,ACCEHIKPS,"PEACHICK, a young peafowl [n]"
,PEARLISED,,ADEEILPRS,[adj]
,PEATLANDS,,AADELNPST,"PEATLAND, land consisting mostly of peat [n]"
,PERISHERS,,EEHIPRRSS,"PERISHER, an annoying person [n]"
,PETANQUES,,AEENPQSTU,"PETANQUE, a French form of lawn bowling [n]"
,PETROSALS,,AELOPRSST,"PETROSAL, a part of the temporal bone [n]"
,PEYOTISMS,,EIMOPSSTY,"PEYOTISM, the Native American ritual in which peyote is used [n]"
,PHISHINGS,,GHHIINPSS,"PHISHING, the practice of using email illegally to induce people to reveal personal information [n]"
,PHOTOCALL,s,ACHLLOOPT,[n -S]
,PHOTOSHOP,s,HHOOOPPST,"[v -PED, -PING, -S]"
,PILGRIMED,,DEGIILMPR,"PILGRIM, to travel to a holy place for religious reasons [v]"
,PILLOWIER,,EIILLOPRW,"PILLOWY, resembling a pillow [adj]"
,PINOTAGES,,AEGINOPST,"PINOTAGE, a variety of red wine grape [n]"
,PINTUCKED,,CDEIKNPTU,PINTUCK [v]
,PIPECLAYS,,ACEILPPSY,"PIPECLAY, to whiten leather with fine white clay [v]"
,PIPEWORKS,,EIKOPPRSW,"PIPEWORK, pipes collectively [n]"
,PISSHOLES,,EHILOPSSS,"PISSHOLE, an offensive word [n]"
,PIXELATED,,ADEEILPTX,"PIXELATE, to divide an image into pixels for display in a digital format [v]"
,PIXELATES,,AEEILPSTX,"PIXELATE, to divide an image into pixels for display in a digital format [v]"
,PIXILATES,,AEIILPSTX,"PIXILATE, pixelate (to divide an image into pixels for display in a digital format) [v]"
,PLACEMATS,,AACELMPST,"PLACEMAT, a table mat (a piece of material for protecting a surface) on which a place setting is laid [n]"
,PLANOGRAM,s,AAGLMNOPR,[n -S]
,PLATELESS,,AEELLPSST,[adj]
,PLEATINGS,,AEGILNPST,"PLEATING, an arrangement of pleats (small folds) in a garment [n]"
,PLINKIEST,,EIIKLNPST,"PLINKY, having or making short, sharp metallic sounds [adj]"
,PLUGHOLES,,EGHLLOPSU,"PLUGHOLE, a drain that can be stopped with a plug [n]"
,PLUMERIES,,EEILMPRSU,"PLUMERY, the feathers of a bird [n]"
,PLUMPIEST,,EILMPPSTU,"PLUMPY, plumpish (somewhat plump) [adj]"
,PODCASTED,,ACDDEOPST,"PODCAST, to make a program available in digital format for download over the Internet [v]"
,PODCASTER,s,ACDEOPRST,[n -S] / PODCAST [adj]
,POINTINGS,,GIINNOPST,"POINTING, cement or mortar filling the joints of brickwork [n]"
,POLICIERS,,CEIILOPRS,"POLICIER, a film featuring police investigating crimes [n]"
,POLYAMORY,,ALMOOPRYY,[n POLYAMORIES]
,PONTOONED,,DENNOOOPT,PONTOON [v]
,POORWILLS,,ILLOOPRSW,"POORWILL, a small North American bird [n]"
,POPPLIEST,,EILOPPPST,"POPPLY, choppy (full of short, rough waves) [adj]"
,PORTOLANS,,ALNOOPRST,"PORTOLAN, a book of sailing directions [n]"
,POSSIBLES,t,BEILOPSSS,"POSSIBLE, a possibility [n]"
,POSTERING,,EGINOPRST,"POSTER, to affix public notices on [v]"
,POSTWOMAN,,AMNOOPSTW,[n POSTWOMEN]
,POSTWOMEN,,EMNOOPSTW,POSTWOMAN [n]
,POTHOLERS,,EHLOOPRST,"POTHOLER, one who explores deep underground holes or caves [n]"
,POTHOLING,s,GHILNOOPT,POTHOLE [n -S]
,PREPOSING,,EGINOPPRS,"PREPOSE, to place something in front of another [v]"
,PRIMAEVAL,,AAEILMPRV,[adj]
,PROMOTORS,,MOOOPRRST,"PROMOTOR, a chemical additive that increases the activity of a catalyst [n]"
,PROPANOLS,,ALNOOPPRS,"PROPANOL, a liquid alcohol used as a solvent [n]"
,PROSECCOS,,CCEOOPRSS,"PROSECCO, an Italian sparkling wine [n]"
,PROSIFIED,,DEFIIOPRS,"PROSIFY, to turn into prose [v]"
,PROSIFIES,,EFIIOPRSS,"PROSIFY, to turn into prose [v]"
,PROSUMERS,,EMOPRRSSU,"PROSUMER, one who buys electronic products that are in quality between consumer and professional grades [n]"
,PROTURANS,,ANOPRRSTU,"PROTURAN, any of an order of white, wingless insects [n]"
,PSYCHISMS,,CHIMPSSSY,"PSYCHISM, a belief that there is a fluid that animates all living beings [n]"
,PUCKSTERS,,CEKPRSSTU,"PUCKSTER, a hockey player [n]"
,PUFFBACKS,,ABCFFKPSU,"PUFFBACK, a small African bird [n]"
,PUFFBIRDS,,BDFFIPRSU,"PUFFBIRD, a stocky tropical American bird [n]"
,PULLEYING,,EGILLNPUY,"PULLEY, to hoist with a pulley (a device used for lifting weight) [v]"
,PULTRUDED,,DDELPRTUU,"PULTRUDE, to make a plastic object by drawing resin-coated glass fibers through a die [v]"
,PULTRUDES,,DELPRSTUU,"PULTRUDE, to make a plastic object by drawing resin-coated glass fibers through a die [v]"
,PUMPJACKS,,ACJKMPPSU,"PUMPJACK, a pumping apparatus at an oil well [n]"
,PUNCHOUTS,,CHNOPSTUU,"PUNCHOUT, a fist fight [n]"
,PUNKETTES,,EEKNPSTTU,"PUNKETTE, a female punk rocker [n]"
,PUSHBACKS,,ABCHKPSSU,"PUSHBACK, a negative or unfavorable response [n]"
,PYRITISED,,DEIIPRSTY,"PYRITISE, to pyritize (to convert into pyrite) [v]"
,PYRITISES,,EIIPRSSTY,"PYRITISE, to pyritize (to convert into pyrite) [v]"
,PYRITIZED,,DEIIPRTYZ,"PYRITIZE, to convert into pyrite [v]"
,PYRITIZES,,EIIPRSTYZ,"PYRITIZE, to convert into pyrite [v]"
,PYROLYSED,,DELOPRSYY,"PYROLYSE, to pyrolyze (to affect compounds by the application of heat) [v]"
,QUADRATUS,,AADQRSTUU,[n QUADRATI]
,QUANTISED,,ADEINQSTU,"QUANTISE, to quantize (to limit the possible values of to a discrete set) [v]"
,QUANTISES,,AEINQSSTU,"QUANTISE, to quantize (to limit the possible values of to a discrete set) [v]"
,QUEENCUPS,,CEENPQSUU,"QUEENCUP, a flowering plant [n]"
,QUEENIEST,,EEEINQSTU,"QUEENY, showily effeminate [adj]"
,QUINZHEES,,EEHINQSUZ,"QUINZHEE, a shelter made by hollowing out a pile of snow [n]"
,QUIVERIER,,EEIIQRRUV,"QUIVERY, marked by quivering [adj]"
,QUOININGS,,GIINNOQSU,"QUOINING, the materials (as stones or bricks) used to form an external corner of a building [n]"
,QUOTATIVE,s,AEIOQTTUV,[n -S]
,RACEGOERS,,ACEEGORRS,"RACEGOER, one who regularly goes to horse races [n]"
,RADIUSING,,ADGIINRSU,"RADIUS, to give a rounded form to [v]"
,RAILCARDS,,AACDILRRS,"RAILCARD, a card that allows buying railroad tickets at a lower price [n]"
,RAINSUITS,,AIINRSSTU,"RAINSUIT, a waterproof jacket and pants [n]"
,RANCHERAS,,AACEHNRRS,"RANCHERA, a type of Mexican country music [n]"
,RANCHINGS,,ACGHINNRS,"RANCHING, the work of running a ranch [n]"
,RANCIDEST,,ACDEINRST,"RANCID, having an unpleasant odor or taste [adj]"
,RANDOMISE,ds,ADEIMNORS,"[v -D, RANDOMISING, -S]"
,RATTLIEST,,AEILRSTTT,"RATTLY, tending to rattle [adj]"
,REBRANDED,,ABDDEENRR,"REBRAND, to change the corporate image of a company [v]"
,RECOLOURS,,CELOORRSU,"RECOLOUR, COLOUR, to color (to give color (a visual attribute of objects) to) [v]"
,REDWATERS,,ADEERRSTW,"REDWATER, a blood disease of cattle [n]"
,REFININGS,,EFGIINNRS,"REFINING, the process of removing impurities from something [n]"
,REGGAETON,s,AEEGGNORT,[n -S]
,REGIFTERS,,EEFGIRRST,"REGIFTER, one that regifts (to give a gift one has received to someone else) [n]"
,REGIFTING,,EFGGIINRT,"REGIFT, to give a gift one has received to someone else [v]"
,RELEASEES,,AEEEELRSS,"RELEASEE, one that is released [n]"
,RELEASORS,,AEELORRSS,"RELEASOR, releaser (one that releases (to set free)) [n]"
,REMAILERS,,AEEILMRRS,"REMAILER, an Internet service that forwards email anonymously [n]"
,REMOULDED,,DDEELMORU,"REMOULD, MOULD, to mold (to work into a particular shape) [v]"
,RENEGUING,,EEGGINNRU,"RENEGUE, to renege (to fail to carry out a promise or commitment) [v]"
,REOFFENDS,,DEEFFNORS,"REOFFEND, OFFEND, to commit an offense [v]"
,REPOINTED,,DEEINOPRT,"REPOINT, POINT, to indicate direction with the finger [v]"
,REQUINTOS,,EINOQRSTU,"REQUINTO, a small guitar (a stringed musical instrument) [n]"
,RESINIEST,,EEIINRSST,"RESINY, resinous (resembling resin) [adj]"
,RESKINNED,,DEEIKNNRS,"RESKIN, to replace the outermost layer of an aircraft or motor vehicle [v]"
,RESOURCED,,CDEEORRSU,"RESOURCE, to provide with supplies [v]"
,RETCHINGS,,CEGHINRST,"RETCHING, an effort to vomit [n]"
,RETELLERS,,EEELLRRST,"RETELLER, one who tells something again [n]"
,RETRODDEN,,DDEENORRT,"RETREAD, to furnish with a new tread [v]"
,REVILINGS,,EGIILNRSV,"REVILING, the act of denouncing with abusive language [n]"
,RIBALDEST,,ABDEILRST,"RIBALD, characterized by crude language [adj]"
,RIBULOSES,,BEILORSSU,"RIBULOSE, a type of sugar [n]"
,RIDGEWAYS,,ADEGIRSWY,"RIDGEWAY, a road or track along a ridge [n]"
,RIGHTIEST,,EGHIIRSTT,"RIGHTY, politically conservative [adj]"
,RINGETTES,,EEGINRSTT,"RINGETTE, a team sport for women played on ice using a rubber ring [n]"
,RINGSTERS,,EGINRRSST,"RINGSTER, one of a group of people united for political or economic reasons [n]"
,RINGTONES,,EGINNORST,"RINGTONE, a sound made by a cell phone when receiving a call [n]"
,RINGWORKS,,GIKNORRSW,"RINGWORK, a fortified circular trench around a castle [n]"
,RINKSIDES,,DEIIKNRSS,RINKSIDE [n]
,RIVULUSES,,EILRSSUUV,"RIVULUS, a small tropical American fish [n]"
,ROASTINGS,,AGINORSST,"ROASTING, a severe criticism [n]"
,ROBOCALLS,,ABCLLOORS,"ROBOCALL, a telephone call from an automated source that delivers a prerecorded message to a large number of people [n]"
,ROBOTISED,,BDEIOORST,"ROBOTISE, to robotize (to make automatic) [v]"
,ROBOTISES,,BEIOORSST,"ROBOTISE, to robotize (to make automatic) [v]"
,ROCKWOOLS,,CKLOOORSW,"ROCKWOOL, mineral wool used for insulation [n]"
,ROOIBOSES,,BEIOOORSS,"ROOIBOS, a South African evergreen shrub [n]"
,ROOTBALLS,,ABLLOORST,"ROOTBALL, the mass of a plant's roots and surrounding soil [n]"
,ROOTSIEST,,EIOORSSTT,"ROOTSY, showing traditional musical origins [adj]"
,ROSEBOWLS,,BELOORSSW,"ROSEBOWL, a bowl for displaying cut roses [n]"
,ROSTERING,,EGINORRST,"ROSTER, to place in a list of names [v]"
,ROTUNDEST,,DENORSTTU,"ROTUND, marked by roundness [adj]"
,ROUGHINGS,,GGHINORSU,"ROUGHING, an excessive use of force in hockey [n]"
,ROUGHOUTS,,GHOORSTUU,"ROUGHOUT, an unfinished roughly shaped artifact [n]"
,RUBBISHED,,BBDEHIRSU,"RUBBISH, to reject as worthless [v]"
,RUBBYDUBS,,BBBDRSUUY,"RUBBYDUB, a rubby (an alcoholic given to drinking rubbing alcohol) [n]"
,RUDISTIDS,,DDIIRSSTU,"RUDISTID, a rudist (a cone-shaped extinct mollusk) [n]"
,RUGELACHS,,ACEGHLRSU,"RUGELACH, a cookie of cream-cheese dough spread with a filling and rolled up [n]"
,RUMNESSES,,EEMNRSSSU,"RUMNESS, the quality or state of being odd or peculiar [n]"
,SACREDEST,,ACDEERSST,"SACRED, holy (having a divine nature or origin) [adj]"
,SAGEHOODS,,ADEGHOOSS,"SAGEHOOD, the state of being wise (having wisdom) [n]"
,SAILPASTS,,AAILPSSST,"SAILPAST, the sailing of ships past a place [n]"
,SALPICONS,,ACILNOPSS,"SALPICON, a mixture of chopped foods in a sauce used as stuffings [n]"
p,SALTERIES,,AEEILRSST,"SALTERY, a factory where fish is salted for storage [n]"
,SAMSKARAS,,AAAKMRSSS,"SAMSKARA, a Hindu purification ceremony [n]"
,SANDHILLS,,ADHILLNSS,"SANDHILL, a hill of sand [n]"
,SANDSPITS,,ADINPSSST,"SANDSPIT, a small point of land created by sand dunes [n]"
,SANGRAILS,,AAGILNRSS,"SANGRAIL, the legendary cup used by Christ at the Last Supper [n]"
,SANGREALS,,AAEGLNRSS,"SANGREAL, sangrail (the legendary cup used by Christ at the Last Supper) [n]"
,SASANQUAS,,AAANQSSSU,"SASANQUA, a Japanese camellia [n]"
,SATINIEST,,AEIINSSTT,"SATINY, resembling satin [adj]"
,SCHEMINGS,,CEGHIMNSS,"SCHEMING, the act of planning or plotting [n]"
,SCHLEPPER,s,CEEHLPPRS,[n -S] / SCHLEPP [adj]
,SCHMUCKED,,CCDEHKMSU,"SCHMUCK, to hit or flatten [v]"
,SCHMUTZES,,CEHMSSTUZ,"SCHMUTZ, dirt, grime [n]"
,SCHOOLERS,,CEHLOORSS,SCHOOLER [n]
,SCHTUPPED,,CDEHPPSTU,"SCHTUP, an offensive word [v]"
,SCHVITZED,,CDEHISTVZ,"SCHVITZ, to shvitz (to sweat (to perspire (to give off moisture through the pores of the skin))) [v]"
,SCHVITZES,,CEHISSTVZ,"SCHVITZ, to shvitz (to sweat (to perspire (to give off moisture through the pores of the skin))) [v]"
,SCOOTERED,,CDEEOORST,"SCOOTER, to ride a two-wheeled vehicle [v]"
,SCORELINE,s,CEEILNORS,[n -S]
,SCRAPYARD,s,AACDPRRSY,[n -S]
,SCRAVELED,,ACDEELRSV,"SCRAVEL, to move quickly, scramble [v]"
,SCRAWBING,,ABCGINRSW,"SCRAWB, to scrob (to scrape with or as with claws) [v]"
,SCRITCHES,,CCEHIRSST,"SCRITCH, a quiet scraping sound [n]"
,SCROBBING,,BBCGINORS,"SCROB, to scrape with or as with claws [v]"
,SCROLLERS,,CELLORRSS,"SCROLLER, a computer game in which the background scrolls past [n]"
,SCRUFFING,,CFFGINRSU,"SCRUFF, to make scruffy (shabby (ragged (tattered))) [v]"
,SCRUMMIER,,CEIMMRRSU,"SCRUMMY, delicious [adj]"
,SCRUMPIES,,CEIMPRSSU,"SCRUMPY, rough cider [n]"
,SCRUMPLED,,CDELMPRSU,"SCRUMPLE, to crumple, wrinkle [v]"
,SCRUMPLES,,CELMPRSSU,"SCRUMPLE, to crumple, wrinkle [v]"
,SCUMBALLS,,ABCLLMSSU,"SCUMBALL, a dirtbag (a dirty or contemptible person) [n]"
,SCUZZBAGS,,ABCGSSUZZ,"SCUZZBAG, a dirty or contemptible person [n]"
,SECONDEES,,CDEEENOSS,"SECONDEE, a worker who is transferred to another job temporarily [n]"
,SENESCING,,CEEGINNSS,"SENESCE, to grow old [v]"
,SEPTORIAS,,AEIOPRSST,"SEPTORIA, a type of fungus (any of a major group of lower plants) [n]"
,SERMONISE,drs,EEIMNORSS,"[v -D, SERMONISING, -S]"
,SERVERIES,,EEEIRRSSV,"SERVERY, a counter or room from which meals are served [n]"
,SHACKIEST,,ACEHIKSST,"SHACKY, dilapidated [adj]"
,SHAHADAHS,,AAADHHHSS,"SHAHADAH, shahada (the Muslim profession of faith) [n]"
,SHAMIANAS,,AAAHIMNSS,"SHAMIANA, a large tent in India [n]"
,SHAWARMAS,,AAAHMRSSW,"SHAWARMA, a sandwich of lamb or chicken, vegetables, and often tahini wrapped in pita bread [n]"
,SHERWANIS,,AEHINRSSW,"SHERWANI, a knee-length coat worn by some men of India [n]"
,SHIFTINGS,,FGHIINSST,"SHIFTING, the act of moving from one place to another [n]"
,SHIKKERED,,DEEHIKKRS,[adj]
,SHIPTIMES,,EHIIMPSST,"SHIPTIME, the annual arrival of a supply ship [n]"
,SHITFACES,,ACEFHISST,"SHITFACE, an offensive word [n]"
,SHITHEELS,,EEHHILSST,"SHITHEEL, an offensive word [n]"
,SHITHOLES,,EHHILOSST,"SHITHOLE, an offensive word [n]"
,SHITWORKS,,HIKORSSTW,"SHITWORK, an offensive word [n]"
,SHIVERIER,,EEHIIRRSV,"SHIVERY, shivering [adj]"
,SHLEPPERS,,EEHLPPRSS,"SHLEPPER, one that schleps (to lug or drag) [n]"
,SHLEPPIER,,EEHILPPRS,"SHLEPPY, schleppy (shabby, run-down) [adj]"
,SHMEARING,,AEGHIMNRS,"SHMEAR, to schmeer (to bribe (to practice bribery)) [v]"
,SHMEERING,,EEGHIMNRS,"SHMEER, to schmeer (to bribe (to practice bribery)) [v]"
,SHMOOZERS,,EHMOORSSZ,"SHMOOZER, one that shmoozes (to schmooze (to gossip)) [n]"
,SHMOOZIER,,EHIMOORSZ,"SHMOOZY, schmoozy (given to schmoozing) [adj]"
,SHMUCKIER,,CEHIKMRSU,"SHMUCKY, schmucky (foolish, contemptible) [adj]"
,SHOCHETIM,,CEHHIMOST,"SHOCHET, a person who slaughters animals and fowl according to Jewish law [n]"
,SHOOSHING,,GHHINOOSS,"SHOOSH, to move with a rushing sound [v]"
,SHOOTISTS,,HIOOSSSTT,"SHOOTIST, one that is skilled at shooting [n]"
,SHOPPIEST,,EHIOPPSST,"SHOPPY, conducive to shopping [adj]"
,SHOUTIEST,,EHIOSSTTU,"SHOUTY, given to or characterized by shouting [adj]"
,SHOWGOERS,,EGHOORSSW,"SHOWGOER, one that attends a show [n]"
,SHRAPNELS,,AEHLNPRSS,"SHRAPNEL, fragments from an exploding bomb, mine, or shell [n]"
,SHROOMERS,,EHMOORRSS,"SHROOMER, one who enjoys eating mushrooms [n]"
,SHTUMMEST,,EHMMSSTTU,"SHTUM, schtum (silent (making no sound or noise)) [adj]"
,SHTUPPING,,GHINPPSTU,"SHTUP, an offensive word [v]"
,SHVITZING,,GHIINSTVZ,"SHVITZ, to sweat (to perspire (to give off moisture through the pores of the skin)) [v]"
,SIDALCEAS,,AACDEILSS,"SIDALCEA, a North American herb [n]"
,SIDEARMED,,ADDEEIMRS,"SIDEARM, to pitch a ball at or below shoulder level [v]"
,SIDELOCKS,,CDEIKLOSS,"SIDELOCK, a long lock of hair falling from the side of the head [n]"
,SIDEMEATS,,ADEEIMSST,"SIDEMEAT, meat cut from the side of the pig [n]"
,SIDEROADS,,ADDEIORSS,"SIDEROAD, a rural road [n]"
,SIEMENSES,,EEEIMNSSS,"SIEMENS, a unit of electrical conductance [n]"
,SILASTICS,,ACIILSSST,SILASTIC [n]
,SILVERIER,,EEIILRRSV,"SILVERY, resembling silver [adj]"
,SILVERTIP,s,EIILPRSTV,a grizzly bear with white-tipped hairs [n -S]
,SKEEVIEST,,EEEIKSSTV,"SKEEVY, repulsive, disgusting [adj]"
,SKIBOBBED,,BBBDEIKOS,"SKIBOB, to ride a bike-like vehicle with skis instead of wheels [v]"
,SKIDDINGS,,DDGIIKNSS,"SKIDDING, the work of hauling logs from a cutting area [n]"
,SKIDOOERS,,DEIKOORSS,"SKIDOOER, one that rides on a snowmobile [n]"
,SKYSCAPES,,ACEKPSSSY,"SKYSCAPE, a view of the sky [n]"
,SLABBIEST,,ABBEILSST,"SLABBY, covered or paved with slabs [adj]"
,SLABBINGS,,ABBGILNSS,"SLABBING, the act of removing slabs from a log [n]"
,SLAGGINGS,,AGGGILNSS,"SLAGGING, the process of converting ore into slag [n]"
,SLANTIEST,,AEILNSSTT,"SLANTY, deviating from the horizontal or vertical [adj]"
,SLAPSHOTS,,AHLOPSSST,"SLAPSHOT, a type of shot in hockey [n]"
,SLEEVEENS,,EEEELNSSV,"SLEEVEEN, a mischievous person [n]"
,SLEEVINGS,,EEGILNSSV,"SLEEVING, tubular insulation for electric cables [n]"
,SLIMMINGS,,GIILMMNSS,"SLIMMING, the reducing of one's weight [n]"
,SLOWCOACH,,ACCHLOOSW,[n -ES]
,SLUMPIEST,,EILMPSSTU,"SLUMPY, characterized by a fall in value or amount [adj]"
,SLURPIEST,,EILPRSSTU,"SLURPY, characterized by the sucking sound made when slurping [adj]"
,SMACKDOWN,s,ACDKMNOSW,[n -S]
,SMELTINGS,,EGILMNSST,"SMELTING, the process of melting ores to obtain metal [n]"
,SMITHINGS,,GHIIMNSST,"SMITHING, the work of a smith [n]"
,SMOOCHIER,,CEHIMOORS,"SMOOCHY, suitable for smooching [adj]"
,SMUDGINGS,,DGGIMNSSU,"SMUDGING, the act of smearing (to spread with a sticky, greasy, or dirty substance) [n]"
,SNACKIEST,,ACEIKNSST,"SNACKY, suitable as a light meal [adj]"
,SNARFLING,,AFGILNNRS,"SNARFLE, to snarf (to eat or drink greedily) [v]"
,SNIFFLIER,,EFFIILNRS,"SNIFFLY, that sniffles [adj]"
,SNIPPINGS,,GIINNPPSS,"SNIPPING, a piece of something that has been snipped off [n]"
,SNITTIEST,,EIINSSTTT,"SNITTY, disagreeably ill-tempered [adj]"
,SNOOTFULS,,FLNOOSSTU,"SNOOTFUL, enough alcoholic liquor to make one drunk [n]"
,SNOWFLEAS,,AEFLNOSSW,"SNOWFLEA, a wingless insect appearing on snow in the spring [n]"
,SNUGGLIER,,EGGILNRSU,"SNUGGLY, warm and cozy [adj]"
,SOCKETTES,,CEEKOSSTT,"SOCKETTE, a very short sock [n]"
,SODOMISED,,DDEIMOOSS,"SODOMISE, to sodomize (to engage in sodomy with) [v]"
,SODOMISES,,DEIMOOSSS,"SODOMISE, to sodomize (to engage in sodomy with) [v]"
,SOFTSCAPE,s,ACEFOPSST,[n -S]
,SOLEMNISE,ds,EEILMNOSS,"[v -D, SOLEMNISING, -S]"
,SOMBEREST,,BEEMORSST,"SOMBER, gloomy (dismally dark) [adj]"
,SORBITANS,,ABINORSST,"SORBITAN, a chemical compound [n]"
,SOULSTERS,,ELORSSSTU,"SOULSTER, a singer of soul music [n]"
,SOURCINGS,,CGINORSSU,"SOURCING, the act of obtaining something from a point of origin [n]"
,SPACELABS,,AABCELPSS,"SPACELAB, a spacecraft equipped with a laboratory [n]"
,SPALLINGS,,AGILLNPSS,"SPALLING, a chip of stone or ore [n]"
,SPAMMINGS,,AGIMMNPSS,"SPAMMING, the practice of sending out unsolicited email [n]"
,SPANDEXED,,ADDEENPSX,"SPANDEX, a synthetic elastic fiber [adj]"
,SPEARINGS,,AEGINPRSS,"SPEARING, the act of piercing with a spear [n]"
,SPECKIEST,,CEEIKPSST,"SPECKY, marked with small spots [adj]"
,SPIDERING,,DEGIINPRS,"SPIDER, to move in a scuttling manner [v]"
